match_id,match_date,year,round,venue,home_team,away_team,home_score,away_score,home_win,match_result,home_margin,is_draw,crowd,home_rest_days,home_win_streak_pre,home_win_rate_l3,home_avg_pf_l3,home_avg_pa_l3,home_avg_margin_l3,home_games_l3,home_win_rate_l5,home_avg_pf_l5,home_avg_pa_l5,home_avg_margin_l5,home_games_l5,home_win_rate_l8,home_avg_pf_l8,home_avg_pa_l8,home_avg_margin_l8,home_games_l8,home_ladder_points_pre,home_season_games_pre,home_ladder_pct_pre,away_rest_days,away_win_streak_pre,away_win_rate_l3,away_avg_pf_l3,away_avg_pa_l3,away_avg_margin_l3,away_games_l3,away_win_rate_l5,away_avg_pf_l5,away_avg_pa_l5,away_avg_margin_l5,away_games_l5,away_win_rate_l8,away_avg_pf_l8,away_avg_pa_l8,away_avg_margin_l8,away_games_l8,away_ladder_points_pre,away_season_games_pre,away_ladder_pct_pre,h2h_home_win_rate,h2h_games,rest_days_diff,ladder_pct_diff,form_margin_diff_l5,home_state,away_state,is_interstate,venue_code
19960706_HawthornHawks_CollingwoodMagpies,1996-07-06,1996,14,Waverley Park,Hawthorn Hawks,Collingwood Magpies,114,81,1,home_win,33,0,30886.0,7.0,0,0.6666666666666666,107.33333333333333,101.0,6.333333333333333,3.0,0.6,97.6,89.2,8.4,5.0,0.5,89.5,88.375,1.125,8.0,22.0,13,0.4230769230769231,8.0,0,0.0,75.33333333333333,107.66666666666667,-32.333333333333336,3.0,0.0,75.6,115.2,-39.6,5.0,0.125,90.375,110.25,-19.875,8.0,16.0,13,0.3076923076923077,0.7,10,-1.0,0.11538461538461536,48.0,VIC,VIC,0,33
19960707_FremantleDockers_StKildaSaints,1996-07-07,1996,14,Domain Stadium,Fremantle Dockers,St Kilda Saints,77,100,0,away_win,-23,0,17697.0,8.0,0,0.0,80.0,92.0,-12.0,3.0,0.2,82.6,90.4,-7.8,5.0,0.125,76.25,100.125,-23.875,8.0,16.0,13,0.3076923076923077,8.0,1,0.3333333333333333,103.0,110.0,-7.0,3.0,0.2,89.0,102.0,-13.0,5.0,0.375,90.25,95.875,-5.625,8.0,20.0,13,0.38461538461538464,1.0,1,0.0,-0.07692307692307693,5.2,WA,VIC,1,9
19960707_MelbourneDemons_WesternBulldogs,1996-07-07,1996,14,Melbourne Cricket Ground,Melbourne Demons,Western Bulldogs,94,67,1,home_win,27,0,22852.0,7.0,1,0.6666666666666666,96.0,83.66666666666667,12.333333333333334,3.0,0.6,95.8,83.2,12.6,5.0,0.375,79.75,97.0,-17.25,8.0,16.0,13,0.3076923076923077,7.0,0,0.0,73.66666666666667,107.66666666666667,-34.0,3.0,0.2,81.8,98.2,-16.4,5.0,0.125,77.375,104.375,-27.0,8.0,10.0,13,0.19230769230769232,0.4,10,0.0,0.11538461538461539,29.0,VIC,VIC,0,18
19960707_SydneySwans_GeelongCats,1996-07-07,1996,14,Sydney Cricket Ground,Sydney Swans,Geelong Cats,125,74,1,home_win,51,0,44047.0,8.0,5,1.0,125.66666666666667,80.33333333333333,45.333333333333336,3.0,1.0,129.2,76.4,52.8,5.0,0.75,110.25,76.25,34.0,8.0,38.0,13,0.7307692307692307,8.0,3,1.0,135.66666666666666,72.33333333333333,63.333333333333336,3.0,0.8,128.8,78.2,50.6,5.0,0.625,118.625,90.5,28.125,8.0,38.0,13,0.7307692307692307,0.3,10,0.0,0.0,2.1999999999999957,NSW,VIC,1,26
19960712_WestCoastEagles_FitzroyLions,1996-07-12,1996,15,WACA,West Coast Eagles,Fitzroy Lions,131,63,1,home_win,68,0,22044.0,6.0,9,1.0,93.33333333333333,72.66666666666667,20.666666666666668,3.0,1.0,105.0,71.2,33.8,5.0,1.0,105.0,66.75,38.25,8.0,40.0,14,0.7142857142857143,6.0,0,0.0,58.0,132.66666666666666,-74.66666666666667,3.0,0.0,59.4,130.8,-71.4,5.0,0.125,66.375,128.125,-61.75,8.0,4.0,14,0.07142857142857142,0.6,10,0.0,0.6428571428571429,105.2,WA,VIC,1,32
19960713_CarltonBlues_AdelaideCrows,1996-07-13,1996,15,Princes Park,Carlton Blues,Adelaide Crows,131,64,1,home_win,67,0,20102.0,8.0,0,0.3333333333333333,98.66666666666667,113.66666666666667,-15.0,3.0,0.6,91.8,93.8,-2.0,5.0,0.625,95.125,87.25,7.875,8.0,40.0,14,0.7142857142857143,7.0,1,0.3333333333333333,85.33333333333333,115.0,-29.666666666666668,3.0,0.2,86.2,116.6,-30.4,5.0,0.375,92.375,101.375,-9.0,8.0,28.0,14,0.5,0.75,8,1.0,0.2142857142857143,28.4,VIC,SA,1,24
19960713_CollingwoodMagpies_NorthMelbourneKangaroos,1996-07-13,1996,15,Melbourne Cricket Ground,Collingwood Magpies,North Melbourne Kangaroos,144,83,1,home_win,61,0,34514.0,7.0,0,0.0,81.66666666666667,107.33333333333333,-25.666666666666668,3.0,0.0,76.6,110.2,-33.6,5.0,0.0,81.5,114.5,-33.0,8.0,16.0,14,0.2857142857142857,8.0,3,1.0,108.33333333333333,80.66666666666667,27.666666666666668,3.0,0.8,97.4,92.6,4.8,5.0,0.75,107.375,92.75,14.625,8.0,44.0,14,0.7857142857142857,0.4,10,-1.0,-0.5,-38.4,VIC,VIC,0,18
19960713_GeelongCats_HawthornHawks,1996-07-13,1996,15,GMHBA Stadium,Geelong Cats,Hawthorn Hawks,72,74,0,away_win,-2,0,22207.0,6.0,0,0.6666666666666666,117.33333333333333,85.66666666666667,31.666666666666668,3.0,0.6,115.8,88.0,27.8,5.0,0.625,116.25,93.125,23.125,8.0,38.0,14,0.6785714285714286,7.0,1,0.6666666666666666,109.33333333333333,95.0,14.333333333333334,3.0,0.8,109.2,87.4,21.8,5.0,0.625,95.625,87.75,7.875,8.0,26.0,14,0.4642857142857143,0.4,10,-1.0,0.2142857142857143,6.0,VIC,VIC,0,11
19960713_StKildaSaints_SydneySwans,1996-07-13,1996,15,Waverley Park,St Kilda Saints,Sydney Swans,79,96,0,away_win,-17,0,34337.0,6.0,2,0.6666666666666666,101.33333333333333,89.33333333333333,12.0,3.0,0.4,95.2,99.2,-4.0,5.0,0.375,92.0,97.375,-5.375,8.0,24.0,14,0.42857142857142855,6.0,6,1.0,116.66666666666667,80.66666666666667,36.0,3.0,1.0,127.8,76.4,51.4,5.0,0.875,114.625,74.25,40.375,8.0,42.0,14,0.75,1.0,10,0.0,-0.32142857142857145,-55.4,VIC,NSW,1,33
19960714_BrisbaneBears_EssendonBombers,1996-07-14,1996,15,The Gabba,Brisbane Bears,Essendon Bombers,103,68,1,home_win,35,0,20378.0,8.0,0,0.3333333333333333,89.0,81.33333333333333,7.666666666666667,3.0,0.2,80.6,80.8,-0.2,5.0,0.375,86.125,84.375,1.75,8.0,34.0,14,0.6071428571428571,8.0,2,0.6666666666666666,111.33333333333333,86.33333333333333,25.0,3.0,0.8,102.6,83.0,19.6,5.0,0.875,112.0,86.25,25.75,8.0,38.0,14,0.6785714285714286,0.2,10,0.0,-0.07142857142857151,-19.8,QLD,VIC,1,29
19960714_MelbourneDemons_RichmondTigers,1996-07-14,1996,15,Melbourne Cricket Ground,Melbourne Demons,Richmond Tigers,81,127,0,away_win,-46,0,41380.0,7.0,2,0.6666666666666666,87.66666666666667,87.33333333333333,0.3333333333333333,3.0,0.8,99.2,78.8,20.4,5.0,0.5,85.25,85.875,-0.625,8.0,20.0,14,0.35714285714285715,8.0,0,0.6666666666666666,90.33333333333333,73.0,17.333333333333332,3.0,0.6,100.0,85.0,15.0,5.0,0.5,96.0,93.875,2.125,8.0,28.0,14,0.5,0.7,10,-1.0,-0.14285714285714285,5.399999999999999,VIC,VIC,0,18
19960714_WesternBulldogs_FremantleDockers,1996-07-14,1996,15,Western Oval,Western Bulldogs,Fremantle Dockers,117,99,1,home_win,18,0,8674.0,7.0,0,0.0,67.66666666666667,96.0,-28.333333333333332,3.0,0.0,71.4,101.2,-29.8,5.0,0.125,77.75,106.125,-28.375,8.0,10.0,14,0.17857142857142858,7.0,0,0.0,76.0,95.33333333333333,-19.333333333333332,3.0,0.0,74.0,97.2,-23.2,5.0,0.125,75.25,98.875,-23.625,8.0,16.0,14,0.2857142857142857,0.5,2,0.0,-0.10714285714285712,-6.600000000000001,VIC,WA,1,34
19960719_NorthMelbourneKangaroos_StKildaSaints,1996-07-19,1996,16,Melbourne Cricket Ground,North Melbourne Kangaroos,St Kilda Saints,118,29,1,home_win,89,0,24778.0,6.0,0,0.6666666666666666,100.33333333333333,97.0,3.3333333333333335,3.0,0.6,96.2,107.6,-11.4,5.0,0.75,110.5,95.125,15.375,8.0,44.0,15,0.7333333333333333,6.0,0,0.6666666666666666,91.66666666666667,74.33333333333333,17.333333333333332,3.0,0.4,97.6,100.6,-3.0,5.0,0.25,87.125,97.5,-10.375,8.0,24.0,15,0.4,0.5,10,0.0,0.33333333333333326,-8.4,VIC,VIC,0,18
19960720_GeelongCats_MelbourneDemons,1996-07-20,1996,16,GMHBA Stadium,Geelong Cats,Melbourne Demons,88,30,1,home_win,58,0,17538.0,7.0,0,0.3333333333333333,104.0,79.33333333333333,24.666666666666668,3.0,0.6,110.6,83.2,27.4,5.0,0.625,111.0,84.5,26.5,8.0,38.0,15,0.6333333333333333,6.0,0,0.6666666666666666,99.33333333333333,88.66666666666667,10.666666666666666,3.0,0.6,92.6,89.0,3.6,5.0,0.5,90.625,91.5,-0.875,8.0,20.0,15,0.3333333333333333,0.7,10,1.0,0.3,23.799999999999997,VIC,VIC,0,11
19960720_EssendonBombers_RichmondTigers,1996-07-20,1996,16,Melbourne Cricket Ground,Essendon Bombers,Richmond Tigers,108,88,1,home_win,20,0,58768.0,6.0,0,0.6666666666666666,102.33333333333333,85.0,17.333333333333332,3.0,0.6,98.4,90.2,8.2,5.0,0.75,102.625,84.875,17.75,8.0,38.0,15,0.6333333333333333,6.0,1,0.6666666666666666,90.0,72.66666666666667,17.333333333333332,3.0,0.8,107.4,81.0,26.4,5.0,0.5,97.75,96.25,1.5,8.0,32.0,15,0.5333333333333333,0.7777777777777778,10,0.0,0.09999999999999998,-18.2,VIC,VIC,0,18
19960720_WesternBulldogs_BrisbaneBears,1996-07-20,1996,16,Western Oval,Western Bulldogs,Brisbane Bears,22,36,0,away_win,-14,0,9994.0,6.0,1,0.3333333333333333,81.0,88.0,-7.0,3.0,0.2,81.0,103.2,-22.2,5.0,0.25,84.625,104.375,-19.75,8.0,14.0,15,0.23333333333333334,6.0,1,0.3333333333333333,82.33333333333333,88.66666666666667,-6.333333333333333,3.0,0.4,81.6,74.8,6.8,5.0,0.375,86.0,87.75,-1.75,8.0,38.0,15,0.6333333333333333,0.9,10,0.0,-0.39999999999999997,-29.0,VIC,QLD,1,34
19960720_HawthornHawks_CarltonBlues,1996-07-20,1996,16,Waverley Park,Hawthorn Hawks,Carlton Blues,98,49,1,home_win,49,0,28670.0,7.0,2,0.6666666666666666,96.0,91.33333333333333,4.666666666666667,3.0,0.8,102.0,91.2,10.8,5.0,0.75,99.75,83.75,16.0,8.0,30.0,15,0.5,7.0,1,0.3333333333333333,103.66666666666667,103.33333333333333,0.3333333333333333,3.0,0.6,97.8,88.6,9.2,5.0,0.625,95.875,87.5,8.375,8.0,44.0,15,0.7333333333333333,0.3,10,0.0,-0.23333333333333328,1.6000000000000014,VIC,VIC,0,33
19960721_CollingwoodMagpies_FitzroyLions,1996-07-21,1996,16,Victoria Park,Collingwood Magpies,Fitzroy Lions,116,76,1,home_win,40,0,23567.0,8.0,1,0.3333333333333333,98.0,96.33333333333333,1.6666666666666667,3.0,0.2,90.2,104.0,-13.8,5.0,0.125,87.625,110.125,-22.5,8.0,20.0,15,0.3333333333333333,9.0,0,0.0,51.333333333333336,138.33333333333334,-87.0,3.0,0.0,58.6,129.6,-71.0,5.0,0.125,66.5,128.875,-62.375,8.0,4.0,15,0.06666666666666667,0.8,10,-1.0,0.26666666666666666,57.2,VIC,VIC,0,31
19960721_SydneySwans_AdelaideCrows,1996-07-21,1996,16,Sydney Cricket Ground,Sydney Swans,Adelaide Crows,110,88,1,home_win,22,0,29174.0,8.0,7,1.0,107.66666666666667,81.33333333333333,26.333333333333332,3.0,1.0,119.6,78.8,40.8,5.0,0.875,116.375,79.375,37.0,8.0,46.0,15,0.7666666666666667,8.0,0,0.3333333333333333,79.33333333333333,116.0,-36.666666666666664,3.0,0.2,83.8,116.8,-33.0,5.0,0.25,83.875,113.25,-29.375,8.0,28.0,15,0.4666666666666667,0.4444444444444444,9,0.0,0.30000000000000004,73.8,NSW,SA,1,26
19960721_WestCoastEagles_FremantleDockers,1996-07-21,1996,16,Domain Stadium,West Coast Eagles,Fremantle Dockers,82,48,1,home_win,34,0,35406.0,9.0,10,1.0,90.0,57.666666666666664,32.333333333333336,3.0,1.0,105.2,68.6,36.6,5.0,1.0,105.75,67.375,38.375,8.0,44.0,15,0.7333333333333333,7.0,0,0.0,78.0,97.0,-19.0,3.0,0.0,83.2,98.6,-15.4,5.0,0.125,83.125,97.0,-13.875,8.0,16.0,15,0.26666666666666666,1.0,3,2.0,0.4666666666666666,52.0,WA,WA,0,9
19960726_MelbourneDemons_NorthMelbourneKangaroos,1996-07-26,1996,17,Melbourne Cricket Ground,Melbourne Demons,North Melbourne Kangaroos,70,183,0,away_win,-113,0,20955.0,6.0,0,0.3333333333333333,68.33333333333333,94.0,-25.666666666666668,3.0,0.4,74.8,95.4,-20.6,5.0,0.5,85.5,87.25,-1.75,8.0,20.0,16,0.3125,7.0,1,0.6666666666666666,115.0,87.33333333333333,27.666666666666668,3.0,0.8,105.2,83.0,22.2,5.0,0.75,107.25,87.625,19.625,8.0,48.0,16,0.75,0.6,10,-1.0,-0.4375,-42.8,VIC,VIC,0,18
19960727_EssendonBombers_CarltonBlues,1996-07-27,1996,17,Melbourne Cricket Ground,Essendon Bombers,Carlton Blues,82,91,0,away_win,-9,0,65420.0,7.0,1,0.6666666666666666,98.0,81.0,17.0,3.0,0.6,102.0,90.0,12.0,5.0,0.75,97.25,85.375,11.875,8.0,42.0,16,0.65625,7.0,0,0.3333333333333333,89.66666666666667,102.0,-12.333333333333334,3.0,0.4,95.2,100.6,-5.4,5.0,0.625,91.25,87.5,3.75,8.0,44.0,16,0.6875,0.4444444444444444,10,0.0,-0.03125,17.4,VIC,VIC,0,18
19960727_RichmondTigers_HawthornHawks,1996-07-27,1996,17,Princes Park,Richmond Tigers,Hawthorn Hawks,114,73,1,home_win,41,0,19081.0,7.0,0,0.3333333333333333,88.66666666666667,85.66666666666667,3.0,3.0,0.6,97.2,81.6,15.6,5.0,0.5,97.625,91.75,5.875,8.0,32.0,16,0.5,7.0,3,1.0,95.33333333333333,67.33333333333333,28.0,3.0,0.8,100.0,81.2,18.8,5.0,0.75,96.75,81.0,15.75,8.0,34.0,16,0.53125,0.3,10,0.0,-0.03125,-3.200000000000001,VIC,VIC,0,24
19960727_BrisbaneBears_WestCoastEagles,1996-07-27,1996,17,The Gabba,Brisbane Bears,West Coast Eagles,163,116,1,home_win,47,0,15772.0,7.0,2,0.6666666666666666,77.66666666666667,64.0,13.666666666666666,3.0,0.6,81.2,66.8,14.4,5.0,0.375,77.0,78.25,-1.25,8.0,42.0,16,0.65625,6.0,11,1.0,93.66666666666667,54.0,39.666666666666664,3.0,1.0,98.6,65.8,32.8,5.0,1.0,103.5,65.375,38.125,8.0,48.0,16,0.75,0.1111111111111111,10,1.0,-0.09375,-18.4,QLD,WA,1,29
19960727_StKildaSaints_GeelongCats,1996-07-27,1996,17,Waverley Park,St Kilda Saints,Geelong Cats,100,76,1,home_win,24,0,24289.0,8.0,0,0.3333333333333333,69.33333333333333,97.0,-27.666666666666668,3.0,0.4,82.4,96.4,-14.0,5.0,0.25,81.625,100.125,-18.5,8.0,24.0,16,0.375,7.0,1,0.3333333333333333,78.0,76.33333333333333,1.6666666666666667,3.0,0.6,102.4,72.2,30.2,5.0,0.625,109.75,77.5,32.25,8.0,42.0,16,0.65625,0.2,10,1.0,-0.28125,-44.2,VIC,VIC,0,33
19960728_AdelaideCrows_FitzroyLions,1996-07-28,1996,17,AAMI Stadium,Adelaide Crows,Fitzroy Lions,166,67,1,home_win,99,0,31880.0,7.0,0,0.3333333333333333,84.66666666666667,111.66666666666667,-27.0,3.0,0.2,81.6,117.2,-35.6,5.0,0.125,82.75,117.875,-35.125,8.0,28.0,16,0.4375,7.0,0,0.0,63.666666666666664,121.66666666666667,-58.0,3.0,0.0,62.6,129.0,-66.4,5.0,0.0,62.625,133.875,-71.25,8.0,4.0,16,0.0625,0.625,8,0.0,0.375,30.800000000000004,SA,VIC,1,0
19960728_CollingwoodMagpies_WesternBulldogs,1996-07-28,1996,17,Melbourne Cricket Ground,Collingwood Magpies,Western Bulldogs,114,108,1,home_win,6,0,28776.0,7.0,2,0.6666666666666666,113.66666666666667,91.0,22.666666666666668,3.0,0.4,101.0,96.2,4.8,5.0,0.25,89.875,106.125,-16.25,8.0,24.0,16,0.375,8.0,0,0.3333333333333333,68.66666666666667,76.33333333333333,-7.666666666666667,3.0,0.2,68.4,84.6,-16.2,5.0,0.25,76.875,90.0,-13.125,8.0,14.0,16,0.21875,0.7777777777777778,10,-1.0,0.15625,21.0,VIC,VIC,0,18
19960728_FremantleDockers_SydneySwans,1996-07-28,1996,17,Domain Stadium,Fremantle Dockers,Sydney Swans,104,78,1,home_win,26,0,17513.0,7.0,0,0.0,74.66666666666667,99.66666666666667,-25.0,3.0,0.0,75.0,97.0,-22.0,5.0,0.125,79.625,93.875,-14.25,8.0,16.0,16,0.25,7.0,8,1.0,110.33333333333333,80.33333333333333,30.0,3.0,1.0,111.2,81.8,29.4,5.0,1.0,122.125,77.875,44.25,8.0,50.0,16,0.78125,1.0,3,0.0,-0.53125,-51.4,WA,NSW,1,9
19960802_NorthMelbourneKangaroos_HawthornHawks,1996-08-02,1996,18,Melbourne Cricket Ground,North Melbourne Kangaroos,Hawthorn Hawks,130,99,1,home_win,31,0,28555.0,7.0,2,0.6666666666666666,128.0,81.0,47.0,3.0,0.8,120.4,78.0,42.4,5.0,0.75,108.875,88.25,20.625,8.0,52.0,17,0.7647058823529411,6.0,0,0.6666666666666666,81.66666666666667,78.33333333333333,3.3333333333333335,3.0,0.6,91.8,87.4,4.4,5.0,0.75,98.875,84.0,14.875,8.0,34.0,17,0.5,0.6,10,1.0,0.2647058823529411,38.0,VIC,VIC,0,18
19960803_CarltonBlues_FremantleDockers,1996-08-03,1996,18,Princes Park,Carlton Blues,Fremantle Dockers,145,84,1,home_win,61,0,15277.0,7.0,1,0.6666666666666666,90.33333333333333,81.33333333333333,9.0,3.0,0.4,90.2,98.0,-7.8,5.0,0.625,91.25,89.125,2.125,8.0,48.0,17,0.7058823529411765,6.0,1,0.3333333333333333,83.66666666666667,92.33333333333333,-8.666666666666666,3.0,0.2,77.2,90.2,-13.0,5.0,0.125,77.625,95.375,-17.75,8.0,20.0,17,0.29411764705882354,0.5,2,1.0,0.411764705882353,5.2,VIC,WA,1,24
19960803_GeelongCats_AdelaideCrows,1996-08-03,1996,18,GMHBA Stadium,Geelong Cats,Adelaide Crows,104,69,1,home_win,35,0,17818.0,7.0,0,0.3333333333333333,78.66666666666667,68.0,10.666666666666666,3.0,0.4,95.2,73.6,21.6,5.0,0.5,101.875,80.5,21.375,8.0,42.0,17,0.6176470588235294,6.0,1,0.3333333333333333,106.0,102.66666666666667,3.3333333333333335,3.0,0.4,98.4,105.0,-6.6,5.0,0.25,93.625,111.375,-17.75,8.0,32.0,17,0.47058823529411764,0.5,8,1.0,0.1470588235294118,28.200000000000003,VIC,SA,1,11
19960803_StKildaSaints_CollingwoodMagpies,1996-08-03,1996,18,Waverley Park,St Kilda Saints,Collingwood Magpies,88,78,1,home_win,10,0,30065.0,7.0,1,0.3333333333333333,69.33333333333333,96.66666666666667,-27.333333333333332,3.0,0.6,80.8,83.4,-2.6,5.0,0.375,85.5,98.25,-12.75,8.0,28.0,17,0.4117647058823529,6.0,3,1.0,124.66666666666667,89.0,35.666666666666664,3.0,0.6,104.8,94.6,10.2,5.0,0.375,94.625,102.25,-7.625,8.0,28.0,17,0.4117647058823529,0.5555555555555556,10,1.0,0.0,-12.799999999999999,VIC,VIC,0,33
19960804_BrisbaneBears_RichmondTigers,1996-08-04,1996,18,Princes Park,Brisbane Bears,Richmond Tigers,70,53,1,home_win,17,0,17157.0,8.0,3,1.0,100.66666666666667,68.66666666666667,32.0,3.0,0.6,89.2,80.8,8.4,5.0,0.5,88.125,76.25,11.875,8.0,46.0,17,0.6764705882352942,8.0,1,0.6666666666666666,109.66666666666667,87.33333333333333,22.333333333333332,3.0,0.6,94.4,79.8,14.6,5.0,0.625,103.625,85.875,17.75,8.0,36.0,17,0.5294117647058824,0.2,10,0.0,0.1470588235294118,-6.199999999999999,QLD,VIC,1,24
19960804_FitzroyLions_WesternBulldogs,1996-08-04,1996,18,Western Oval,Fitzroy Lions,Western Bulldogs,45,60,0,away_win,-15,0,8757.0,7.0,0,0.0,68.66666666666667,137.66666666666666,-69.0,3.0,0.0,59.4,139.4,-80.0,5.0,0.0,62.875,133.375,-70.5,8.0,4.0,17,0.058823529411764705,7.0,0,0.3333333333333333,82.33333333333333,83.0,-0.6666666666666666,3.0,0.2,74.6,82.8,-8.2,5.0,0.125,75.5,94.375,-18.875,8.0,14.0,17,0.20588235294117646,0.0,10,0.0,-0.14705882352941174,-71.8,VIC,VIC,0,34
19960804_SydneySwans_MelbourneDemons,1996-08-04,1996,18,Sydney Cricket Ground,Sydney Swans,Melbourne Demons,115,52,1,home_win,63,0,18850.0,7.0,0,0.6666666666666666,94.66666666666667,90.33333333333333,4.333333333333333,3.0,0.8,102.2,87.2,15.0,5.0,0.875,115.375,81.625,33.75,8.0,50.0,17,0.7352941176470589,9.0,0,0.0,60.333333333333336,132.66666666666666,-72.33333333333333,3.0,0.4,79.6,107.4,-27.8,5.0,0.5,84.625,99.0,-14.375,8.0,20.0,17,0.29411764705882354,0.4444444444444444,10,-2.0,0.44117647058823534,42.8,NSW,VIC,1,26
19960804_WestCoastEagles_EssendonBombers,1996-08-04,1996,18,Domain Stadium,West Coast Eagles,Essendon Bombers,99,93,1,home_win,6,0,37669.0,8.0,0,0.6666666666666666,109.66666666666667,91.33333333333333,18.333333333333332,3.0,0.8,93.6,76.8,16.8,5.0,0.875,106.75,78.75,28.0,8.0,48.0,17,0.7058823529411765,8.0,0,0.3333333333333333,86.0,94.0,-8.0,3.0,0.6,99.4,86.8,12.6,5.0,0.625,96.375,87.125,9.25,8.0,42.0,17,0.6176470588235294,0.4,10,0.0,0.08823529411764708,4.200000000000001,WA,VIC,1,9
19960809_FremantleDockers_CollingwoodMagpies,1996-08-09,1996,19,WACA,Fremantle Dockers,Collingwood Magpies,106,82,1,home_win,24,0,22874.0,6.0,0,0.3333333333333333,78.66666666666667,101.66666666666667,-23.0,3.0,0.2,82.4,104.4,-22.0,5.0,0.125,81.5,99.75,-18.25,8.0,20.0,18,0.2777777777777778,6.0,0,0.6666666666666666,102.66666666666667,90.66666666666667,12.0,3.0,0.6,106.6,93.8,12.8,5.0,0.375,94.875,99.0,-4.125,8.0,28.0,18,0.3888888888888889,0.0,2,0.0,-0.1111111111111111,-34.8,WA,VIC,1,32
19960810_EssendonBombers_AdelaideCrows,1996-08-10,1996,19,Princes Park,Essendon Bombers,Adelaide Crows,143,107,1,home_win,36,0,15794.0,6.0,0,0.3333333333333333,94.33333333333333,92.66666666666667,1.6666666666666667,3.0,0.4,93.8,86.6,7.2,5.0,0.5,96.875,91.125,5.75,8.0,42.0,18,0.5833333333333334,7.0,0,0.3333333333333333,107.66666666666667,93.66666666666667,14.0,3.0,0.4,97.8,101.2,-3.4,5.0,0.25,92.75,108.125,-15.375,8.0,32.0,18,0.4444444444444444,0.6666666666666666,9,-1.0,0.13888888888888895,10.6,VIC,SA,1,24
19960810_MelbourneDemons_CarltonBlues,1996-08-10,1996,19,Melbourne Cricket Ground,Melbourne Demons,Carlton Blues,129,110,1,home_win,19,0,30166.0,6.0,0,0.0,50.666666666666664,128.66666666666666,-78.0,3.0,0.2,65.4,116.0,-50.6,5.0,0.375,76.875,103.875,-27.0,8.0,20.0,18,0.2777777777777778,7.0,2,0.6666666666666666,95.0,88.0,7.0,3.0,0.6,101.0,94.4,6.6,5.0,0.625,96.75,88.375,8.375,8.0,52.0,18,0.7222222222222222,0.4,10,-1.0,-0.4444444444444444,-57.2,VIC,VIC,0,18
19960810_FitzroyLions_StKildaSaints,1996-08-10,1996,19,Western Oval,Fitzroy Lions,St Kilda Saints,35,88,0,away_win,-53,0,7781.0,6.0,0,0.0,62.666666666666664,114.0,-51.333333333333336,3.0,0.0,60.6,118.2,-57.6,5.0,0.0,60.125,123.75,-63.625,8.0,4.0,18,0.05555555555555555,7.0,2,0.6666666666666666,72.33333333333333,90.66666666666667,-18.333333333333332,3.0,0.6,79.2,89.0,-9.8,5.0,0.5,88.125,96.875,-8.75,8.0,32.0,18,0.4444444444444444,0.1,10,-1.0,-0.38888888888888884,-47.8,VIC,VIC,0,34
19960810_HawthornHawks_WesternBulldogs,1996-08-10,1996,19,Waverley Park,Hawthorn Hawks,Western Bulldogs,132,65,1,home_win,67,0,14914.0,8.0,0,0.3333333333333333,90.0,97.66666666666667,-7.666666666666667,3.0,0.6,91.6,89.2,2.4,5.0,0.625,97.5,93.625,3.875,8.0,34.0,18,0.4722222222222222,6.0,1,0.3333333333333333,63.333333333333336,65.0,-1.6666666666666667,3.0,0.4,74.8,77.6,-2.8,5.0,0.25,74.375,88.875,-14.5,8.0,18.0,18,0.25,0.4444444444444444,10,2.0,0.2222222222222222,5.199999999999999,VIC,VIC,0,33
19960810_GeelongCats_WestCoastEagles,1996-08-10,1996,19,GMHBA Stadium,Geelong Cats,West Coast Eagles,127,82,1,home_win,45,0,21081.0,7.0,1,0.6666666666666666,89.33333333333333,66.33333333333333,23.0,3.0,0.4,82.8,79.6,3.2,5.0,0.625,102.625,76.875,25.75,8.0,46.0,18,0.6388888888888888,6.0,1,0.6666666666666666,99.0,101.33333333333333,-2.3333333333333335,3.0,0.8,99.2,83.6,15.6,5.0,0.875,102.875,80.875,22.0,8.0,52.0,18,0.7222222222222222,0.4,10,1.0,-0.08333333333333337,-12.399999999999999,VIC,WA,1,11
19960811_BrisbaneBears_NorthMelbourneKangaroos,1996-08-11,1996,19,Princes Park,Brisbane Bears,North Melbourne Kangaroos,77,59,1,home_win,18,0,15453.0,7.0,4,1.0,89.66666666666667,63.666666666666664,26.0,3.0,0.8,93.2,72.2,21.0,5.0,0.625,84.625,70.625,14.0,8.0,50.0,18,0.6944444444444444,9.0,3,1.0,143.66666666666666,66.0,77.66666666666667,3.0,0.8,131.6,86.2,45.4,5.0,0.75,114.0,92.0,22.0,8.0,56.0,18,0.7777777777777778,0.2,10,-2.0,-0.08333333333333337,-24.4,QLD,VIC,1,24
19960811_SydneySwans_RichmondTigers,1996-08-11,1996,19,Sydney Cricket Ground,Sydney Swans,Richmond Tigers,130,82,1,home_win,48,0,28541.0,7.0,1,0.6666666666666666,101.0,81.33333333333333,19.666666666666668,3.0,0.8,104.8,79.4,25.4,5.0,0.875,112.625,79.75,32.875,8.0,54.0,18,0.75,7.0,0,0.3333333333333333,85.0,83.66666666666667,1.3333333333333333,3.0,0.4,86.6,80.0,6.6,5.0,0.625,99.0,82.0,17.0,8.0,36.0,18,0.5,0.4,10,0.0,0.25,18.799999999999997,NSW,VIC,1,26
